english, hindi
Shamita_Shetty,शमिता शेट्टी
Shankar_Nag,शंकर नाग
Shilpa_Shetty,शिल्पा शेट्टी
Sneha_Ullal,स्नेहा उल्लाल
Suman_Ranganathan,सुमन रंगनाथन
Sunil_Shetty,सुनील शेट्टी
Vaishali_Desai,वैशाली देसाई
Vasundhara_Das,वसुंधरा दास
Chandrashekhar_Kambara,चन्द्रशेखर कम्बार
K._V._Subbanna,के वी सुब्बण्ण
Amarashilpi_Jakanachari,जकनाचारी
Gopala_Dasa,गोपाल दास
Jagannatha_Dasa,जगन्नाथ दास
Jyotsna_Srikanth,ज्योत्सना श्रीकांत
Kanakadasa,कनकदास
Mysore_Sadasiva_Rao,मैसूर सदाशिव राव
Mysore_Vasudevacharya,मैसूर कन्कन्हहल्ली वासुदेवाचारी
R._K._Srikanthan,रुद्रपतना कृष्णाशास्त्री श्रीकांतन
Vijaya_Dasa,विजय दास
Basavaraja_Rajaguru,बसवराज राजगुरु
Bhimsen_Joshi,भीमसेन जोशी
Gangubai_Hangal,गंगूबाई हंगल
Kumar_Gandharva,कुमार गंधर्व
Lalith_J._Rao,ललिथ जे. राव
Mallikarjun_Mansur,मल्लिकार्जुन बी मंसूर
Nagaraja_Rao_Havaldar,नागराज राव हवलदार
Sanjeev_Chimmalgi,संजीव चिमलगी
Sawai_Gandharva,सवाई गंधर्व
Shobha_Gurtu,शोभा गुर्टू
Smita_Bellur,स्मिता बेलूर
Pandit_Narasimhalu_Vadavati,पंडित नरसिंहलु वडवाटि
Raghu_Dixit,रघु दीक्षित
Aliya_Rama_Raya,आलिया राम राय
Abbakka_Rani,अब्बक्का रानी
Chand_Bibi,चांद बीबी
Deva_Raya_II,देव राय द्वितीय
Dhruva_Dharavarsha,ध्रुव धारवर्ष
Govinda_III,गोविन्द तृतीय
Hyder_Ali,हैदर अली
Ibrahim_Adil_Shah_II,इब्राहिम आदिल शाह द्वितीय
Indra_III,इन्द्र ३
Jayachamaraja_Wodeyar,जयचमराजा वोडेयार बहादुर
Kempe_Gowda,केम्पेगोडा प्रथम
Krishna_III,कृष्ण तृतीय
Krishnadeva_Raya,कृष्णदेवराय
Krishnaraja_Wodeyar_IV,कृष्णराज वोडेयार चतुर्थ
Madakari_Nayaka,मदकरी नायक
Pulakesi_II,द्वितीय पुलकेशी
Rani_Chennamma,रानी चेन्नम्मा
Kittur,कित्तूर
Saluva_Narasimha_Deva_Raya,शाल्व नृसिंह देव राय
Sangolli_Rayanna,संगोली रायण्णा
Tailapa_II,तैलप २
Tippu_Sultan,टीपू सुल्तान
Veera_Ballala_II,वीर बल्लाल २
Veera_Ballala_III,वीर बल्लाला तृतीय
Vikramaditya_II,विक्रमादित्य द्वितीय
Vikramaditya_VI,विक्रमादित्य ६
Vishnuvardhana,विष्णुवर्धन
Vijaya_Bank,विजया बैंक
Ammembal_Subba_Rao_Pai,अम्मेम्बल सुब्बा राव पई
Canara_Bank,केनरा बैंक
K._V._Kamath,के.वी. कामथ
ICICI_Bank,आईसीआईसीआई बैंक
Kiran_Mazumdar-Shaw,किरण मजूमदार-शॉ
N._R._Narayana_Murthy,एन आर नारायणमूर्ति
Nandan_Nilekani,नन्दन नीलेकणि
Syndicate_Bank,सिंडिकेट बैंक
V._G._Siddhartha,वी.जी. सिद्धार्थ
Vaman_Srinivas_Kudva,वामन श्रीनिवास कुडवा
Vijay_Mallya,विजय माल्या
UB_Group,यूबी समूह
Vittal_Mallya,विट्ठल माल्या
M._C._Modi,मुरुगप्पा चेन्नवीरप्पा मोदी
Sharan_Patil,डॉ शरण शिवराज पाटिल
C._N._R._Rao,सी॰ एन॰ आर॰ राव
C._R._Rao,कल्यामपुड़ी राधाकृष्ण राव
Raja_Ramanna,राजा रमन्ना
Roddam_Narasimha,रोद्दम नरसिंहा
U._R._Rao,उडिपी रामचंद्र राव
S._K._Shivkumar,एस के शिवकुमार
Sudha_Murthy,सुधा मूर्ति
D._C._Pavate,दादासाहेब चिंतामणि पावते
Shakuntala_Devi,शकुन्तला देवी
Arun_Netravali,अरुण नेत्रावली
Sir_M._Visvesvaraya,मोक्षगुंडम विश्वेश्वरय्या
Rajeshwari_Chatterjee,राजेश्वरी चटर्जी
Gita_Gopinath,गीता गोपीनाथ
Adikavi_Pampa,आदिकवि पम्प
Kumaravyasa,कुमारव्यास
Basavanna,बसव
Akka_Mahadevi,अक्का महादेवी
Kumudendu_Muni,कुमुदेन्दु
Anupama_Niranjana,अनुपमा निरंजना
Aravind_Adiga,अरविन्द अडिग
B._G._L._Swamy,बी. जी. एल. स्वामी
Chandrashekhara_Kambara,चन्द्रशेखर कम्बार
D._V._Gundappa,डी॰वी॰ गुंडप्प
Gopalakrishna_Adiga,गोपालकृष्ण अडिग
Gorur_Ramaswamy_Iyengar,गोरुरू रामास्वामी आनंद
Ha_Ma_Nayak,हा. मा. नायक
K._S._Narasimhaswamy,के. एस. नरसिंह स्वामी
Kuvempu,कुप्पाली वी गौड़ा पुटप्पा
Maasti_Venkatesh_Ayengar,मास्ती वेंकटेश अयंगार
Maya_Kamath,माया कामथ
P._Lankesh,पी. लंकेश
Poornachandra_Tejaswi,के. पी. पूर्णचंद्र तेजस्वी
P._T._Narasimhachar,पु. ति. नरसिम्हाचार
R._K._Narayan,आर के नारायण
Raja_Rao,राजा राव
S._L._Bhyrappa,एस. एल. भैरप्प
Shashi_Deshpande,शशि देशपांडे
T._R._Subba_Rao,टी. आर. सुब्बाराव
U._R._Ananthamurthy,उडुपी राजगोपालाचार्य अनंतमूर्ति
V._K._Gokak,विनायक कृष्ण गोकाक
S._Nijalingappa,एस निजलिंगप्पा
Kamaladevi_Chattopadhyaya,कमलादेवी चट्टोपाध्याय
Basappa_Danappa_Jatti,बासप्पा दनप्पा जत्ती
Ramakrishna_Hegde,रामकृष्ण हेगडे
Prabhakar_Kore,प्रभाकर कोरे
Veerendra_Patil,वीरेन्द्र पाटिल
Veerappa_Moily,एम॰ वीरप्पा मोइली
Prime_Minister,प्रधानमन्त्री
George_Fernandes,जॉर्ज फ़र्नान्डिस
Dharam_Singh,एन॰ धरम सिंह
Ramesh_Jigajinagi,रमेश चंदप्पा जिगाजिनगी
Margaret_Alva,मार्गरेट अल्वा
H.N.Ananth_Kumar,अनंत कुमार
Mallikarjun_Kharge,मल्लिकार्जुन खड़गे
Bhagwanth_Khuba,बी॰एन॰ चन्द्रप्पा
Kanaka_Dasa,कनकदास
Purandara_Dasa,पुरन्दर दास
Raghavendra_Swami,राघवेंद्र तीर्थ
Tirumalai_Krishnamacharya,तिरुमलाई कृष्णमचार्य
Jaggi_Vasudev,जग्गी वासुदेव
Pattabhi_Jois,कृष्ण पट्टाभि जोयीस
Vandana_Shiva,वंदना शिवा
Veerendra_Heggade,वीरेंद्र हेगड़े
Roger_Binny,रोजर बिन्नी
Stuart_Binny,स्टुअर्ट बिन्नी
Bhagwat_Chandrasekhar,बी॰ एस॰ चंद्रशेखर
Rahul_Dravid,राहुल द्रविड़
Syed_Kirmani,सैयद किरमानी
Vinay_Kumar,विनय कुमार
Anil_Kumble,अनिल कुंबले
Sanjay_Manjrekar,संजय मांजरेकर
Manju_Nadgoda,मंजू नादगोड़ा
Brijesh_Patel,बृजेश पटेल
Venkatesh_Prasad,वेंकटेश प्रसाद
KL_Rahul,के एल राहुल
Shantha_Rangaswamy,शान्ता रंगास्वामी
Javagal_Srinath,जवागल श्रीनाथ
Robin_Uthappa,रॉबिन उथप्पा
Gundappa_Vishwanath,गुंडप्पा विश्वनाथ
Sadanand_Viswanath,सदानन्द विश्वनाथ
Varun_Chakravarthy,वरुण चक्रवर्ती
Ashwini_Nachappa,अश्विनी नचप्पा
J._J._Shobha,जे.जे शोभा
Girisha_Nagarajegowda,गिरीश नागराजेगौड़ा
Ashwini_Ponnappa,अश्विनी पोनप्पा
Mahesh_Bhupathi,महेश भूपति
Rohan_Bopanna,रोहन बोपन्ना
Chetan_Baboor,चेतन बाबूर
Nisha_Millet,निशा मिलेट
Malathi_Krishnamurthy_Holla,मलाथी कृष्णामूर्ति हॉला
Ajjamada_B_Devaiah,अज्जामद बोपय्या देवय्या
K._S._Thimayya,के एस थिमैया
Sandeep_Unnikrishnan,संदीप उन्नीकृष्णन
Manepalli_Narayana_Rao_Venkatachaliah,एम एन वेंकटचेलैय्या
Santhosh_Hegde,संतोष हेगडे
P._B._Gajendragadkar,पी बी गजेंद्रगडकर
Sri_Ramayana_Darshanam,श्रीरामायण दर्शनम्
D._R._Bendre,दत्तात्रेय रामचंद्र बेन्द्रे
K._Shivaram_Karanth,कोटा शिवराम कारन्त
Masti_Venkatesha_Iyengar,मास्ती वेंकटेश अयंगार
Karnataka_University,कर्नाटक विश्वविद्यालय
Krishna_Deva_Raya,कृष्णदेवराय
Kittur_Chennamma,रानी चेन्नम्मा
Pandita_Ramabai,पंडिता रमाबाई
Media,मीडिया
Kalyani_Chalukyas,प्रतीच्य चालुक्य
Shivappa_Nayaka,शिवप्पा नायक
Pulakeshin_II,द्वितीय पुलकेशी
Tipu_Sultan,टीपू सुल्तान
Vijayanagara_Empire,विजयनगर साम्राज्य
Bayalu_Seeme,बयालुसीमा
Karavali,करावली
Bharata_Natyam,भरतनाट्यम्
Chitrakala_Parishat,कर्नाटक चित्रकला परिषत
Vachana,वचन साहित्य
Kumara_Vyasa,कुमारव्यास
Krishnaraja_Wadiyar_III,मुम्मडि कृष्णराज ओडेयरु
G._S._Shivarudrappa,जी. एस. शिवरुद्रप्पा
Karnataka_Ratna,कर्नाटक रत्न
Brihadratha_Maurya,बृहद्रथ मौर्य
Dhana_Nanda,धनानंद
Dasharatha_Maurya,दशरथ मौर्य
Guru_Gobind_Singh,गुरु गोबिन्द सिंह
Lord_Mahavira,महावीर
Sita,सीता
Chandragupta_Maurya,चन्द्रगुप्त मौर्य
Sher_Shah_Suri,शेर शाह सूरी
Veer_Kunwar_Singh,कुँवर सिंह
Babu_Kunwar_Singh,कुँवर सिंह
Rajendra_Prasad,राजेन्द्र प्रसाद
Sri_Krishna_Singh,श्रीकृष्ण सिंह
Anugrah_Narayan_Sinha,अनुग्रह नारायण सिंह
Jayaprakash_Narayan,जयप्रकाश नारायण
Jagjivan_Ram,जगजीवन राम
Kameshwar_Singh,कामेश्वर सिंह
Swami_Sahajanand_Saraswati,सहजानन्द सरस्वती
Thakur_Jugal_Kishore_Sinha,युगल किशोर सिंह
Satyendra_Narayan_Singh,सत्येन्द्र नारायण सिन्हा
Ram_Dulari_Sinha,राम दुलारी सिन्हा
Rambriksh_Benipuri,रामवृक्ष बेनीपुरी
Seewoosagur_Ramgoolam,शिवसागर रामगुलाम
Abdul_Qavi_Desnavi,अब्दुल कवी देसनावी
Ram_Sharan_Sharma,रामशरण शर्मा
Ramvriksh_Benipuri,रामवृक्ष बेनीपुरी
Devaki_Nandan_Khatri,देवकीनन्दन खत्री
Ram_Karan_Sharma,रामकरण मिश्र
Mahamahopadhyaya_Pandit_Ram_Avatar_Sharma,राम अवतार शर्मा
Nalin_Vilochan_Sharma,नलिन विलोचन शर्मा
Ganganath_Jha,गंगानाथ झा
Gopal_Singh_Nepali,गोपाल सिंह नेपाली
Ramesh_Chandra_Jha,रमेश चन्द्र झा
Binod_Bihari_Verma,बिनोद बिहारी वर्मा
Acharya_Rameshwar_Jha,आचार्य रामेश्वर झा
Acharya_Shivpujan_Sahay,शिवपूजन सहाय
Chandeshwar_Prasad_Narayan_Singh,चन्देश्वर नारायण प्रसाद सिंह
Hetukar_Jha,हेतुकर झा
Phanishwar_Nath_Renu,"फणीश्वर नाथ ""रेणु"""
Ravindra_Prabhat,रवीन्द्र प्रभात
Shiv_Khera,शिव खेड़ा
M._J._Akbar,एम॰ जे॰ अकबर
Sweta_Singh,श्वेता सिंह
Sahajanand_Saraswati,सहजानन्द सरस्वती
Bhikhari_Thakur,भिखारी ठाकुर
Upamanyu_Chatterjee,उपमन्यु चटर्जी
Malay_Roy_Choudhury,मलय रॉय चौधुरी
George_Orwell,जॉर्ज ऑरवेल
Bidhan_Chandra_Roy,बिधान चंद्र रॉय
Bismillah_Khan,बिस्मिल्ला ख़ाँ
Bindeshwar_Pathak,बिन्देश्वर पाठक
Mohan_Mishra,मोहन मि‍श्रा
Janki_Ballabh_Shastri,जानकीवल्लभ शास्त्री
Sharda_Sinha,शारदा सिन्हा
Ashok_Kumar,अशोक कुमार (अभिनेता)
Tapan_Sinha,तपन सिन्हा
Jyoti_Prakash_Nirala,ज्योति प्रकाश निराला
Sir_Anerood_Jugnauth,अनिरुद्ध जगन्नाथ
Parmanand_Jha,परमानन्द झा
Navin_Ramgoolam,नवीनचन्द्र रामगुलाम
Girija_Prasad_Koirala,गिरिजा प्रसाद कोइराला
Basdeo_Panday,बसदेव पाण्डे
Kamla_Persad-Bissessar,कमला प्रसाद बिसेसर
West_Bengal,पश्चिम बंगाल
Dinesh_Nandan_Sahay,दिनेश नंदन सहाय
Kailashpati_Mishra,कैलाशपति मिश्र
Gujarat,गुजरात
Mridula_Sinha,मृदुला सिन्हा
Nikhil_Kumar,निखिल कुमार
Kerala,केरल
Srinivas_Kumar_Sinha,श्रीनिवास कुमार सिन्हा
Lakshmi_Kant_Jha,एल के झा
Tejendra_Khanna,तेजेन्द्र खन्ना
Bali_Ram_Bhagat,बलि राम भगत
Meira_Kumar,मीरा कुमार
Bhuvaneshwar_Prasad_Sinha,बी पी सिन्हा
Lalit_Mohan_Sharma,एल एम शर्मा
Syed_Shahnawaz_Hussain,सैयद शाहनवाज हुसैन
Bharatiya_Janata_Party,भारतीय जनता पार्टी
Ravi_Shankar_Prasad,रवि शंकर प्रसाद
Shakeel_Ahmad,शकील अहमद
Rajiv_Pratap_Rudy,राजीव प्रताप रूडी
Sri_Krishna_Sinha,श्रीकृष्ण सिंह
B.P.Mandal,बिन्देश्वरी प्रसाद मंडल
Lalit_Narayan_Mishra,ललित नारायण मिश्र
Karpoori_Thakur,कर्पूरी ठाकुर
Daroga_Prasad_Rai,दरोगा प्रसाद राय
Chandrashekhar_Singh,चंद्रशेखर सिंह
Chirag_Paswan,चिराग पासवान
Lalu_Prasad_Yadav,लालू प्रसाद यादव
Shyam_Nandan_Prasad_Mishra,श्याम नन्दन प्रसाद मिश्र
Mohammad_Yunus,मोहम्मद युनुस (बहुविकल्पी)
Kabeer_Kaushik,कबीर कौशिक
Neeraj_Pandey,नीरज पांडे
Prakash_Jha,प्रकाश झा
Ram_Gopal_Bajaj,राम गोपाल बजाज
Satyen_Bose,सत्येन बोस
Aham_Sharma,अहम शर्मा
Shatrughan_Sinha,शत्रुघन सिन्हा
Manoj_Bajpai,मनोज बाजपेयी
Akhilendra_Mishra,अखिलेन्द्र मिश्रा
Abhimanyu_Singh,अभिमन्यु सिंह
Adhyayan_Suman,अध्ययन सुमन
Luv_Sinha,लव सिन्हा
Pankaj_Tripathi,पंकज त्रिपाठी
Shekhar_Suman,शेखर सुमन
Vinay_Pathak,विनय पाठक
Gurmeet_Choudhary,गुर्मीत चौधरी
Vineet_Kumar,विनीत कुमार (अभिनेता)
Manoj_Tiwari,मनोज तिवारी (अभिनेता)
Dinesh_Sharma,दिनेश शर्मा
Chandrachur_Singh,चन्द्रचूढ़ सिंह
Alok_Nath,आलोक नाथ
Pooja_Sharma,पूजा शर्मा
Neha_Sharma,नेहा शर्मा
Sandali_Sinha,संदली सिन्हा
Shilpa_Shukla,शिल्पा शुक्ला
Neetu_Chandra,नीतू चन्द्रा
Kaveri_Jha,कावेरी झा
Neelima_Azeem,नीलिमा अज़ीम
Shreya_Narayan,श्रेया नारायण
Sriti_Jha,सृति झा
Ulka_Gupta,अल्का गुप्ता
Chhavi_Pandey,छवि पांडे
Daler_Mehndi,दलेर मेंहदी
Sundar_Popo,सुन्दर पोपो
Pawan_Singh,पवन सिंह
Parmanand_Singh,परमानन्द सिंह
Ramdhari_Singh_Dinkar,रामधारी सिंह 'दिनकर'
Srimanta_Sankardeva,शंकरदेव
Baldev_Mishra,बलदेव मिश्र
Rajkamal_Chaudhary,राजकमल चौधरी
Bindhyabasini_Devi,बिन्ध्याबासिनी देवी
Prabhat_Ranjan_Sarkar,प्रभात रंजन सरकार
Syed_Ali_Akhtar_Rizvi,सय्यद अली अख्तर रिजवी
Vashishtha_Narayan_Singh,वशिष्ठ नारायण सिंह
Kavita_Roy,कविता राय
MS_Dhoni,महेंद्र सिंह धोनी
Jaipal_Singh,जयपाल सिंह मुंडा
Pankaj_Rag,पंकज राग
R._K._Singh,राज कुमार सिंह
Acharya_Kishore_Kunal,आचार्य किशोर कुणाल
Amitabh_Thakur,अमिताभ ठाकुर
Ranjit_Sinha,रंजीत सिन्हा
Subrata_Roy,सुब्रत रॉय
Shyamanand_Jalan,श्यामानन्द जालान
Dashrath_Manjhi,दशरथ माँझी
Anand_Kumar,आनन्द कुमार
H._C._Verma,एच सी वर्मा
Puducherry_Legislative_Assembly,पुदुच्चेरी विधान सभा
N._Rangaswamy,एन॰ रंगास्वामी
V._Narayanasamy,वी॰ नारायणसामी
Kurukshetra_War,कुरुक्षेत्र युद्ध
Kadambas,कदंब राजवंश
Kollam,कोल्लम
Kasargod,कासरगोड
Kannur,कन्नूर
Kanyakumari,कन्याकुमारी
Rajendra_Chola,राजेन्द्र प्रथम
Afanasy_Nikitin,अफानासी निकितिन
Kozhikode,कोड़िकोड
Kodungallur,कोडुंगलूर
Kerala_Varma_Pazhassi_Raja,पजहस्सी राजा
Marthanda_Varma,मार्तान्ड वर्मा
Swathi_Thirunal_Rama_Varma,स्वातितिरुनाल बालराम वर्मा
Devan_Nair,देवन नायर
P._J._Kurien,पी जे कुरियन
M._M._Jacob,एम एम जेकब
K._Sankaranarayanan,के शंकरनारायणन
Kummanam_Rajasekharan,कुम्मनम राजशेखरन
John_Mathai,जॉन मथाई
V._K._Krishna_Menon,वी के कृष्ण मेनन
M._P._Veerendra_Kumar,एम॰ पी॰ वीरेंद्रकुमार
K._V._Thomas,के॰वी॰ थॉमस
Lakshmi_N._Menon,लक्ष्मी नंदन मेनन
Shashi_Tharoor,शशि थरूर
E._Ahamed,ई अहमद
K._C._Venugopal,के॰सी॰ वेणुगोपाल
Kodikkunnil_Suresh,कोडिकुन्नील सुरेश
V_Muraleedharan,वी० मुरलीधरन
K._R._Gowri_Amma,गौरी अम्मा
Pinarai_Vijayan,पिनाराई विजयन
Prakash_Karat,प्रकाश करात
Rajya_Sabha,राज्य सभा
Suresh_Gopi,सुरेश गोपी
Alphonse_Kannanthanam,अल्फोन्स कन्ननथनम
John_Matthai,जॉन मथाई
K._R._Ramanathan,कालपति रामकृष्ण रामनाथन
M._G._K._Menon,एम गोविंद कुमार मेनन
V._R._Krishna_Iyer,वी आर कृष्ण अय्यर
Adoor_Gopalakrishnan,अडूर गोपालकृष्णन
George_Sudarshan,जॉर्ज सुदर्शन
ONV_Kurup,ओ॰ ऍन॰ वी॰ कुरुप
K._J._Yesudas,के॰ जे॰ येशुदास
Vallathol_Narayana_Menon,वी॰ नारायण मेनन
G._Sankara_Kurup,गोविन्द शंकर कुरुप
Guru_Kunchu_Kurup,पोइपिल्ली कुंजु कुरुप
Prem_Nazir,प्रेम नज़ीर
Thakazhi_Sivasankara_Pillai,तकजि शिवशंकर पिल्लै
Balamani_Amma,नालापत बालमणि अम्मा
M._S._Valiathan,मार्तंड वर्मा शंकरन वलियानाथन
Thomas_Kailath,थोमस कैलाथ
Mohanlal_Viswanathan_Nair,मोहनलाल (अभिनेता)
Nambi_Narayanan,नंबी नारायणन
Mani_Madhava_Chakyar,माणि माधव चाक्यार
Koodiyattam,कूडियाट्टम्
Vaikom_Muhammad_Basheer,वैकम मुहम्मद बशीर
M._D._Valsamma,एम.डी.वाल्साम्मा
P._T._Usha,पी॰ टी॰ उषा
K._S._Chithra,के॰ एस॰ चित्रा
K._K._Muhammed,के के मुहम्मद
Barack_Obama,बराक ओबामा
Slumdog_Millionaire,स्लमडॉग मिलियनेयर
Arundhati_Roy,अरुंधति राय
Booker_Prize,मैन बुकर पुरस्कार
V._P._Menon,वाप्पला पंगुन्नि मेनन
Louis_Mountbatten,"लुईस माउंटबेटन, बर्मा के पहले अर्ल माउंटबेटन"
M._K._Vellodi,वेल्लोडी नारायण मेनन के.
Shivshankar_Menon,शिवशंकर मेनन
Nirupama_Rao,निरुपमा राव
UNESCO,युनेस्को
United_Nations,संयुक्त राष्ट्र
India,भारत
Pazhassi_Raja,पजहस्सी राजा
General,जनरल
Sundararajan_Padmanabhan,सुंदरराजन पद्मनाभन
Lieutenant_General,लेफ्टिनेंट जनरल
Radhika_Menon,राधिका मेनन
K._G._Balakrishnan,के॰ जी॰ बालकृष्णन
M._Fathima_Beevi,एम॰ फातिमा बीबी
Anna_Chandy,अन्ना चांडी
Janaki_Amma,जानकी अम्मा
Tessy_Thomas,टेसी थॉमस
Krishnaswamy_Kasturirangan,कृष्णास्वामी कस्तूरीरंगन
Jawaharlal_Nehru_University,जवाहरलाल नेहरू विश्वविद्यालय
George_Sudarsan,जॉर्ज सुदर्शन
Thanu_Padmanabhan,तनु पद्मनाभन
Eluvathingal_Devassy_Jemmis,ई डी जेमीस
Indira_Gandhi_National_Open_University,इन्दिरा गांधी राष्ट्रीय मुक्त विश्वविद्यालय
Vaidyaratnam_P._S._Warrier,पी एस वारियर
Nivedita_Menon,निवेदिता मेनन
Oracle_Corporation,ओरेकल कॉर्पोरेशन
Wipro,विप्रो
C._P._Krishnan_Nair,सी॰पी॰ कृष्णन नायर
Kochouseph_Chittilappilly,कोच्चोसेफ चिट्टिलपिल्लि
Lakshmi_Sehgal,लक्ष्मी सहगल
Netaji_Subhash_Chandra_Bose,सुभाष चन्द्र बोस
Accamma_Cherian,अक्कम्मा चेरियन
Mohammed_Abdul_Rahiman,मोहम्मद अब्दुर रहमान
Vakkom_Majeed,वक्कोम मजीद
K._Kelappan,के केलप्पन
K._P._Kesava_Menon,के. पी. केशव मेनन
Adi_Sankara,आदि शंकराचार्य
Lalithambika_Antharjanam,ललिताम्बिक अन्तर्जनम
Sree_Narayana_Guru,नारायण गुरु
Vakkom_Moulavi,वक्कोम मौलवी
Sivagiri_Mutt,शारदा मठ
Swami_Chinmayananda,स्वामी चिन्मयानंद
Swami_Sundaranand,स्वामी सुंदरानंद
Swami_Ranganathananda,स्वामी रंगनाथानन्द
Eknath_Easwaran,एकनाथ इश्वरण
Chinmaya_Mission,चिन्मय मिशन
Advaita_Vedanta,अद्वैत वेदान्त
Hindu_Aikya_Vedi,हिन्दू ऐक्य वेदी
Mata_Amritanandamayi,माता अमृतानंदमयी
Akkitham_Achuthan_Namboothiri,अक्कितम
Anita_Nair,अनीता नायर
Saraswathi_Samman,सरस्वती सम्मान
Changampuzha_Krishna_Pillai,चङङम्पुषा कृष्ण पिल्ला
Cherusseri_Namboothiri,चेरुश्शेरि नंपूतिरि
Edasseri_Govindan_Nair,इडस्सेरी गोविन्दन नायर
Kalakkaththu_Kunchan_Nambiar,कुंचन नम्बियार
Kamala_Das,कमला सुरय्या
Kumaran_Asan,कुमारन आशान
N._S._Madhavan,एन. एस. माधवन
M._Mukundan,एम. मुकुंदन
M._T._Vasudevan_Nair,एम॰ टी॰ वासुदेव नायर
Jnanpith_Award,ज्ञानपीठ पुरस्कार
O._Chandumenon,ओय्यारत्तु चंतु मेनोन
O._V._Vijayan,ओ. वी. विजयन
O._N._V._Kurup,ओ॰ ऍन॰ वी॰ कुरुप
P._C._Devassia,पी.सी. देवसिया
Sahitya_Akademi_Award,साहित्य अकादमी पुरस्कार
Kristubhagavatam,खिस्तुभागवतम्
P._Parameswaran,प परमेश्वरन्
Paul_Zacharia,पॉल ज़करिया
S._K._Pottekkatt,एस. के. पोट्टेक्काट
Sukumar_Azhikode,सुकुमार अष़ीक्कोड
Thirunalloor_Karunakaran,तिरुनल्लूर करुणाकरन्
Thunchaththu_Ramanujan_Ezhuthachan,तुंचत्तु रामानुजन एषुत्तच्छन
Ulloor_S_Parameswara_Iyer,परमेश्वर अय्यर उल्लूर
Vakkom_Abdul_Khader_Moulavi,वक्कोम मौलवी
Vyloppilli_Sreedhara_Menon,वैलोप्पिली श्रीधर मेनन
Yusuf_Ali_Kechery,युसुफ अली कचेरी
Toronto_Star,टोरंटो स्टार
Nafisa_Joseph,नफीसा जोसेफ
Sana_Khan,सना खान
Catherine_Tresa,कैथरीन टेरेसा
Neha_Dhupia,नेहा धूपिया
Nithya_Menen,नित्या मेनन
Revathi_Menon,रेवती (फ़िल्म अभिनेत्री)
Samantha_Akkineni,सामन्था अक्किनेनी
Shweta_Menon,श्वेता मेनन
Trisha_Krishnan,तृषा कृष्णन
Vidya_Balan,विद्या बालन
John_Abraham,जॉन अब्राहम
Prithviraj_Sukumaran,पृथ्वीराज सुकुमारन
Gowtham_Menon,गौतम मेनन
M._Night_Shyamalan,एम॰ नाइट श्यामलन
P._Padmarajan,पद्मराजन
Santosh_Sivan,संतोष सीवान
National_Film_Awards,राष्ट्रीय फ़िल्म पुरस्कार
TK_Rajeev_Kumar,टी॰ के॰ राजीव कुमार
Benny_Dayal,बेनी दयाल
Chitra,चित्रा
M._G._Sreekumar,एम॰ जी॰ श्रीकुमार
Rahul_Raj,राहुल राज
Raja_Ravi_Varma,राजा रवि वर्मा
C._N._Karunakaran,सी एन करुणाकरन
Kavitha_Balakrishnan,कविता बालकृष्णन
K._S._Pillai,के शंकर पिल्लई
Anilda_Thomas,अनिल्डा थॉमस
Anju_Bobby_George,अंजू बॉबी जॉर्ज
Bobby_Aloysius,बॉबी एलॉयसियस
Jisna_Mathew,जिसना मैथ्यू
Mohammad_Anas,मोहम्मद अनास
O._P._Jaisha,ओ॰ पी॰ जैशा
Preeja_Sreedharan,प्रीजा श्रीधरन
Shiny_Abraham,शाइनी अब्राहम
Tintu_Lukka,टिंटू लुक्का
P._C._Thulasi,पी. सी. तुलसी
P._S._Jeena,पी एस जीना
Basil_Thampi,बसील थम्पी
K._N._Ananthapadmanabhan,के॰एन॰ अनंतपद्मनाभन
Karun_Nair,करुण नायर
S_Sreesanth,शान्ताकुमारन श्रीसंत
Sachin_Baby,सचिन बेबी
Sandeep_Warrier,संदीप वारियर
Sanju_Samson,संजु सैमसन
Shreyas_Iyer,श्रेयस अय्यर
Mohammed_Rafi,मोहम्मद रफ़ी
P._R._Sreejesh,पीआर श्रीजेश
Deepika_Pallikal,दीपिका पल्लीकल
Sajan_Prakash,सजन प्रकाश
Sanjeev_Kumar,संजीव कुमार
Tiffany_Brar,टिफ़नी बराड़
Pramada_Menon,निवेदिता मेनन
Natya_Shastra,नाट्य शास्त्र
Mrinalini_Sarabhai,मृणालिनी साराभाई
Wikimedia_Commons,विकिमीडिया कॉमन्स
Chandra_Shekhar_Azad,चन्द्रशेखर आज़ाद
Ravishankar_Shukla,रविशंकर शुक्ल
Rani_Lakshmi_Bai,रानी लक्ष्मीबाई
Rani_Avanti_Bai,अवंतीबाई
Tantya_Bheel,टंट्या भील
Jhalkari_Bai,झलकारी बाई
Narendra_Karmarkar,नरेन्द्र करमरकर
Anil_Kakodkar,अनिल काकोदकर
Ramesh_Chandra_Agarwal,रमेशचंद्र अग्रवाल
Kailash_Satyarthi,कैलाश सत्यार्थी
Sita_Sahu,सीता साहू
Varsha_Varman,वर्षा वर्मन
Hakim_Syed_Zillur_Rahman,हकीम सय्यद ज़िल्लुर रहमान
Keshavrao_Krishnarao_Datey,केशवराव कृष्णराव दाते
Ramesh_Chandra_Lahoti,रमेश चन्द्र लहोटी
Raghuram_Rajan,रघुराम राजन
Makhanlal_Chaturvedi,माखनलाल चतुर्वेदी
Nathuram_Premi,नाथूराम प्रेमी
Ramkumar_Verma,राम कुमार वर्मा
